fiveTuple,srcIP,dstIP,protocol,srcPort,dstPort,flowDuration,flowLength,fwdFlowLength,bwdFlowLength,packetSizeTotal,packetSizeMean,packetSizeStd,packetSizeMin,packetSizeMax,fwdPacketSizeTotal,bwdPacketSizeTotal,fwdPacketSizeMean,bwdPacketSizeMean,fwdPacketSizeStd,bwdPacketSizeStd,fwdPacketSizeMin,bwdPacketSizeMin,fwdPacketSizeMax,bwdPacketSizeMax,IATMean,IATStd,IATMin,IATMax,fwdIATTotal,bwdIATTotal,fwdIATMean,bwdIATMean,fwdIATStd,bwdIATStd,fwdIATMin,bwdIATMin,fwdIATMax,bwdIATMax
192.168.1.191--8.30.11.14--TCP--47048--80(http),8.30.11.14,192.168.1.191,TCP,80(http),47048,115332958934.000000,16.000000,0.000000,16.000000,1509.000000,94.312500,107.340416,66.000000,510.000000,0.000000,1509.000000,94.312500,94.312500,0.000000,107.340416,0.000000,66.000000,0.000000,510.000000,7688863000.000000,3500364000.000000,990317.000000,10084000686.000000,0.000000,115332958934.000000,0.000000,7688863000.000000,0.000000,3500364000.000000,0.000000,990317.000000,0.000000,10084000686.000000
209.104.5.204--192.168.1.191--TCP--443(https)--36826,192.168.1.191,209.104.5.204,TCP,36826,443(https),21879440140.000000,32.000000,0.000000,32.000000,3372.000000,105.375000,120.024932,66.000000,551.000000,0.000000,3372.000000,105.375000,105.375000,0.000000,120.024932,0.000000,66.000000,0.000000,551.000000,705788000.000000,2434997000.000000,8491.000000,9986494069.000000,0.000000,21879440140.000000,0.000000,705788000.000000,0.000000,2434997000.000000,0.000000,8491.000000,0.000000,9986494069.000000
192.168.1.191--151.101.113.129--TCP--48372--80(http),151.101.113.129,192.168.1.191,TCP,80(http),48372,42970913187.000000,47.000000,0.000000,47.000000,59690.000000,1270.000000,501.134543,66.000000,1514.000000,0.000000,59690.000000,1270.000000,1270.000000,0.000000,501.134543,0.000000,66.000000,0.000000,1514.000000,934150000.000000,2764355000.000000,3653.000000,10489819769.000000,0.000000,42970913187.000000,0.000000,934150000.000000,0.000000,2764355000.000000,0.000000,3653.000000,0.000000,10489819769.000000
54.228.210.53--192.168.1.191--TCP--443(https)--40112,192.168.1.191,54.228.210.53,TCP,40112,443(https),200493893988.000000,58.000000,0.000000,58.000000,12215.000000,210.603448,218.403055,66.000000,730.000000,0.000000,12215.000000,210.603448,210.603448,0.000000,218.403055,0.000000,66.000000,0.000000,730.000000,3517436000.000000,4589612000.000000,1712.000000,10655969055.000000,0.000000,200493893988.000000,0.000000,3517436000.000000,0.000000,4589612000.000000,0.000000,1712.000000,0.000000,10655969055.000000
95.100.181.71--192.168.1.191--TCP--80(http)--44522,192.168.1.191,95.100.181.71,TCP,44522,80(http),3087914329.000000,30.000000,0.000000,30.000000,2777.000000,92.566667,96.764209,66.000000,455.000000,0.000000,2777.000000,92.566667,92.566667,0.000000,96.764209,0.000000,66.000000,0.000000,455.000000,106479000.000000,223029000.000000,8374.000000,882245718.000000,0.000000,3087914329.000000,0.000000,106479000.000000,0.000000,223029000.000000,0.000000,8374.000000,0.000000,882245718.000000
192.168.1.191--151.101.2.29--TCP--42950--443(https),151.101.2.29,192.168.1.191,TCP,443(https),42950,184343587516.000000,43.000000,0.000000,43.000000,42615.000000,991.046512,654.138558,66.000000,1514.000000,0.000000,42615.000000,991.046512,991.046512,0.000000,654.138558,0.000000,66.000000,0.000000,1514.000000,4389133000.000000,15018568000.000000,5733.000000,59085987758.000000,0.000000,184343587516.000000,0.000000,4389133000.000000,0.000000,15018568000.000000,0.000000,5733.000000,0.000000,59085987758.000000
173.241.240.220--192.168.1.191--TCP--443(https)--55100,192.168.1.191,173.241.240.220,TCP,55100,443(https),21725274108.000000,15.000000,0.000000,15.000000,1215.000000,81.000000,62.335651,54.000000,282.000000,0.000000,1215.000000,81.000000,81.000000,0.000000,62.335651,0.000000,54.000000,0.000000,282.000000,1551805000.000000,2302953000.000000,1727.000000,8558938801.000000,0.000000,21725274108.000000,0.000000,1551805000.000000,0.000000,2302953000.000000,0.000000,1727.000000,0.000000,8558938801.000000
192.168.1.191--151.101.112.175--TCP--58932--80(http),151.101.112.175,192.168.1.191,TCP,80(http),58932,6609795823.000000,83.000000,0.000000,83.000000,113723.000000,1370.156627,357.164957,66.000000,1514.000000,0.000000,113723.000000,1370.156627,1370.156627,0.000000,357.164957,0.000000,66.000000,0.000000,1514.000000,80607000.000000,261729000.000000,3135.000000,1446186147.000000,0.000000,6609795823.000000,0.000000,80607000.000000,0.000000,261729000.000000,0.000000,3135.000000,0.000000,1446186147.000000
151.101.113.129--192.168.1.191--TCP--80(http)--48348,192.168.1.191,151.101.113.129,TCP,48348,80(http),14709381049.000000,65.000000,0.000000,65.000000,4694.000000,72.215385,47.255929,66.000000,450.000000,0.000000,4694.000000,72.215385,72.215385,0.000000,47.255929,0.000000,66.000000,0.000000,450.000000,229834000.000000,795309000.000000,994.000000,5532065935.000000,0.000000,14709381049.000000,0.000000,229834000.000000,0.000000,795309000.000000,0.000000,994.000000,0.000000,5532065935.000000
192.168.1.191--151.101.113.129--TCP--48350--80(http),151.101.113.129,192.168.1.191,TCP,80(http),48350,14613230542.000000,19.000000,0.000000,19.000000,20719.000000,1090.473684,592.441813,66.000000,1514.000000,0.000000,20719.000000,1090.473684,1090.473684,0.000000,592.441813,0.000000,66.000000,0.000000,1514.000000,811846000.000000,2362418000.000000,6004.000000,10285653781.000000,0.000000,14613230542.000000,0.000000,811846000.000000,0.000000,2362418000.000000,0.000000,6004.000000,0.000000,10285653781.000000
192.168.1.191--216.137.61.45--TCP--35288--443(https),216.137.61.45,192.168.1.191,TCP,443(https),35288,2511881931.000000,28.000000,0.000000,28.000000,33337.000000,1190.607143,569.730221,66.000000,1514.000000,0.000000,33337.000000,1190.607143,1190.607143,0.000000,569.730221,0.000000,66.000000,0.000000,1514.000000,93032000.000000,290276000.000000,12230.000000,1513872950.000000,0.000000,2511881931.000000,0.000000,93032000.000000,0.000000,290276000.000000,0.000000,12230.000000,0.000000,1513872950.000000
182.50.149.129--192.168.1.191--TCP--80(http)--44308,192.168.1.191,182.50.149.129,TCP,44308,80(http),7774331752.000000,31.000000,0.000000,31.000000,4166.000000,134.387097,155.574415,66.000000,526.000000,0.000000,4166.000000,134.387097,134.387097,0.000000,155.574415,0.000000,66.000000,0.000000,526.000000,259144000.000000,1124810000.000000,11399.000000,6303354704.000000,0.000000,7774331752.000000,0.000000,259144000.000000,0.000000,1124810000.000000,0.000000,11399.000000,0.000000,6303354704.000000
157.240.11.5--192.168.1.191--TCP--443(https)--40672,192.168.1.191,157.240.11.5,TCP,40672,443(https),181926231833.000000,23.000000,0.000000,23.000000,2212.000000,96.173913,53.383479,54.000000,252.000000,0.000000,2212.000000,96.173913,96.173913,0.000000,53.383479,0.000000,54.000000,0.000000,252.000000,8269374000.000000,19856456000.000000,6817.000000,58908952895.000000,0.000000,181926231833.000000,0.000000,8269374000.000000,0.000000,19856456000.000000,0.000000,6817.000000,0.000000,58908952895.000000
54.192.93.93--192.168.1.191--TCP--443(https)--46572,192.168.1.191,54.192.93.93,TCP,46572,443(https),184014923452.000000,57.000000,0.000000,57.000000,4644.000000,81.473684,43.828656,66.000000,264.000000,0.000000,4644.000000,81.473684,81.473684,0.000000,43.828656,0.000000,66.000000,0.000000,264.000000,3285980000.000000,13248310000.000000,6979.000000,59031304795.000000,0.000000,184014923452.000000,0.000000,3285980000.000000,0.000000,13248310000.000000,0.000000,6979.000000,0.000000,59031304795.000000
192.168.1.191--23.64.15.19--TCP--43348--80(http),23.64.15.19,192.168.1.191,TCP,80(http),43348,1308163288.000000,52.000000,0.000000,52.000000,70121.000000,1348.480769,445.892040,66.000000,1514.000000,0.000000,70121.000000,1348.480769,1348.480769,0.000000,445.892040,0.000000,66.000000,0.000000,1514.000000,25650000.000000,94259000.000000,6252.000000,670932391.000000,0.000000,1308163288.000000,0.000000,25650000.000000,0.000000,94259000.000000,0.000000,6252.000000,0.000000,670932391.000000
192.168.1.191--72.32.43.11--TCP--41616--443(https),72.32.43.11,192.168.1.191,TCP,443(https),41616,1618681957.000000,83.000000,0.000000,83.000000,117914.000000,1420.650602,343.363429,66.000000,1514.000000,0.000000,117914.000000,1420.650602,1420.650602,0.000000,343.363429,0.000000,66.000000,0.000000,1514.000000,19740000.000000,69273000.000000,4163.000000,475446632.000000,0.000000,1618681957.000000,0.000000,19740000.000000,0.000000,69273000.000000,0.000000,4163.000000,0.000000,475446632.000000
23.219.91.42--192.168.1.191--TCP--80(http)--52576,192.168.1.191,23.219.91.42,TCP,52576,80(http),38132006417.000000,38.000000,0.000000,38.000000,4866.000000,128.052632,140.384237,66.000000,492.000000,0.000000,4866.000000,128.052632,128.052632,0.000000,140.384237,0.000000,66.000000,0.000000,492.000000,1030594000.000000,3539916000.000000,8597.000000,19391985617.000000,0.000000,38132006417.000000,0.000000,1030594000.000000,0.000000,3539916000.000000,0.000000,8597.000000,0.000000,19391985617.000000
216.58.201.66--192.168.1.191--TCP--80(http)--60326,192.168.1.191,216.58.201.66,TCP,60326,80(http),6114388580.000000,83.000000,0.000000,83.000000,7138.000000,86.000000,88.469176,66.000000,490.000000,0.000000,7138.000000,86.000000,86.000000,0.000000,88.469176,0.000000,66.000000,0.000000,490.000000,74565000.000000,355674000.000000,5475.000000,2875927021.000000,0.000000,6114388580.000000,0.000000,74565000.000000,0.000000,355674000.000000,0.000000,5475.000000,0.000000,2875927021.000000
192.168.1.191--69.16.211.121--TCP--58422--80(http),69.16.211.121,192.168.1.191,TCP,80(http),58422,2263521116.000000,83.000000,0.000000,83.000000,105452.000000,1270.506024,469.380632,66.000000,1514.000000,0.000000,105452.000000,1270.506024,1270.506024,0.000000,469.380632,0.000000,66.000000,0.000000,1514.000000,27603000.000000,55247000.000000,4211.000000,223799929.000000,0.000000,2263521116.000000,0.000000,27603000.000000,0.000000,55247000.000000,0.000000,4211.000000,0.000000,223799929.000000
192.168.1.191--151.101.64.217--TCP--38400--443(https),151.101.64.217,192.168.1.191,TCP,443(https),38400,117453302192.000000,22.000000,0.000000,22.000000,6376.000000,289.818182,473.095477,66.000000,1514.000000,0.000000,6376.000000,289.818182,289.818182,0.000000,473.095477,0.000000,66.000000,0.000000,1514.000000,5593014000.000000,4716932000.000000,8749.000000,10788318909.000000,0.000000,117453302192.000000,0.000000,5593014000.000000,0.000000,4716932000.000000,0.000000,8749.000000,0.000000,10788318909.000000
216.137.61.254--192.168.1.191--TCP--80(http)--45296,192.168.1.191,216.137.61.254,TCP,45296,80(http),14283140132.000000,38.000000,0.000000,38.000000,3841.000000,101.078947,146.516100,66.000000,735.000000,0.000000,3841.000000,101.078947,101.078947,0.000000,146.516100,0.000000,66.000000,0.000000,735.000000,386030000.000000,1670314000.000000,7283.000000,9997842736.000000,0.000000,14283140132.000000,0.000000,386030000.000000,0.000000,1670314000.000000,0.000000,7283.000000,0.000000,9997842736.000000
192.168.1.191--34.206.99.30--TCP--48168--443(https),34.206.99.30,192.168.1.191,TCP,443(https),48168,5117154133.000000,16.000000,0.000000,16.000000,6993.000000,437.062500,532.196565,66.000000,1514.000000,0.000000,6993.000000,437.062500,437.062500,0.000000,532.196565,0.000000,66.000000,0.000000,1514.000000,341143000.000000,335563000.000000,15651.000000,1092354702.000000,0.000000,5117154133.000000,0.000000,341143000.000000,0.000000,335563000.000000,0.000000,15651.000000,0.000000,1092354702.000000
192.168.1.191--69.39.224.173--TCP--33094--80(http),69.39.224.173,192.168.1.191,TCP,80(http),33094,10060481593.000000,83.000000,0.000000,83.000000,106287.000000,1280.566265,490.769870,66.000000,1514.000000,0.000000,106287.000000,1280.566265,1280.566265,0.000000,490.769870,0.000000,66.000000,0.000000,1514.000000,122688000.000000,443734000.000000,4431.000000,2987688152.000000,0.000000,10060481593.000000,0.000000,122688000.000000,0.000000,443734000.000000,0.000000,4431.000000,0.000000,2987688152.000000
192.168.1.191--54.192.94.223--TCP--51656--80(http),54.192.94.223,192.168.1.191,TCP,80(http),51656,856305011.000000,83.000000,0.000000,83.000000,118944.000000,1433.060241,298.463105,66.000000,1514.000000,0.000000,118944.000000,1433.060241,1433.060241,0.000000,298.463105,0.000000,66.000000,0.000000,1514.000000,10442000.000000,20144000.000000,4478.000000,208822496.000000,0.000000,856305011.000000,0.000000,10442000.000000,0.000000,20144000.000000,0.000000,4478.000000,0.000000,208822496.000000
172.217.23.232--192.168.1.191--TCP--443(https)--46654,192.168.1.191,172.217.23.232,TCP,46654,443(https),71037050387.000000,16.000000,0.000000,16.000000,1368.000000,85.500000,21.578346,66.000000,117.000000,0.000000,1368.000000,85.500000,85.500000,0.000000,21.578346,0.000000,66.000000,0.000000,117.000000,4735803000.000000,14191440000.000000,3507.000000,57657346534.000000,0.000000,71037050387.000000,0.000000,4735803000.000000,0.000000,14191440000.000000,0.000000,3507.000000,0.000000,57657346534.000000
62.51.0.45--192.168.1.191--TCP--443(https)--53624,192.168.1.191,62.51.0.45,TCP,53624,443(https),1206779346.000000,26.000000,0.000000,26.000000,4868.000000,187.230769,200.601079,54.000000,587.000000,0.000000,4868.000000,187.230769,187.230769,0.000000,200.601079,0.000000,54.000000,0.000000,587.000000,48271000.000000,43207000.000000,6379.000000,172746334.000000,0.000000,1206779346.000000,0.000000,48271000.000000,0.000000,43207000.000000,0.000000,6379.000000,0.000000,172746334.000000
192.168.1.191--172.217.18.163--TCP--52496--443(https),172.217.18.163,192.168.1.191,TCP,443(https),52496,180610953218.000000,27.000000,0.000000,27.000000,9331.000000,345.592593,478.676668,54.000000,1484.000000,0.000000,9331.000000,345.592593,345.592593,0.000000,478.676668,0.000000,54.000000,0.000000,1484.000000,6946575000.000000,18812106000.000000,12575.000000,59704163840.000000,0.000000,180610953218.000000,0.000000,6946575000.000000,0.000000,18812106000.000000,0.000000,12575.000000,0.000000,59704163840.000000
192.168.1.191--23.219.91.42--TCP--52664--80(http),23.219.91.42,192.168.1.191,TCP,80(http),52664,1756919711.000000,25.000000,0.000000,25.000000,22257.000000,890.280000,617.480657,66.000000,1514.000000,0.000000,22257.000000,890.280000,890.280000,0.000000,617.480657,0.000000,66.000000,0.000000,1514.000000,73204000.000000,104913000.000000,5839.000000,395744066.000000,0.000000,1756919711.000000,0.000000,73204000.000000,0.000000,104913000.000000,0.000000,5839.000000,0.000000,395744066.000000
192.168.1.191--50.56.42.118--TCP--59008--443(https),50.56.42.118,192.168.1.191,TCP,443(https),59008,7497426999.000000,83.000000,0.000000,83.000000,114092.000000,1374.602410,260.087841,54.000000,1434.000000,0.000000,114092.000000,1374.602410,1374.602410,0.000000,260.087841,0.000000,54.000000,0.000000,1434.000000,91432000.000000,283124000.000000,4021.000000,1630023192.000000,0.000000,7497426999.000000,0.000000,91432000.000000,0.000000,283124000.000000,0.000000,4021.000000,0.000000,1630023192.000000
192.168.1.191--192.190.92.17--TCP--59532--443(https),192.190.92.17,192.168.1.191,TCP,443(https),59532,36250241120.000000,31.000000,0.000000,31.000000,11124.000000,358.838710,489.602413,66.000000,1454.000000,0.000000,11124.000000,358.838710,358.838710,0.000000,489.602413,0.000000,66.000000,0.000000,1454.000000,1208341000.000000,2694959000.000000,11481.000000,10126004944.000000,0.000000,36250241120.000000,0.000000,1208341000.000000,0.000000,2694959000.000000,0.000000,11481.000000,0.000000,10126004944.000000
172.217.23.234--192.168.1.191--TCP--80(http)--37272,192.168.1.191,172.217.23.234,TCP,37272,80(http),101324995075.000000,17.000000,0.000000,17.000000,1958.000000,115.176471,133.227905,66.000000,480.000000,0.000000,1958.000000,115.176471,115.176471,0.000000,133.227905,0.000000,66.000000,0.000000,480.000000,6332812000.000000,4255298000.000000,9606231.000000,10432027072.000000,0.000000,101324995075.000000,0.000000,6332812000.000000,0.000000,4255298000.000000,0.000000,9606231.000000,0.000000,10432027072.000000
151.101.112.166--192.168.1.191--TCP--443(https)--42844,192.168.1.191,151.101.112.166,TCP,42844,443(https),27057197008.000000,18.000000,0.000000,18.000000,2568.000000,142.666667,163.750148,54.000000,626.000000,0.000000,2568.000000,142.666667,142.666667,0.000000,163.750148,0.000000,54.000000,0.000000,626.000000,1591599000.000000,3177135000.000000,10165.000000,10040017306.000000,0.000000,27057197008.000000,0.000000,1591599000.000000,0.000000,3177135000.000000,0.000000,10165.000000,0.000000,10040017306.000000
52.54.83.145--192.168.1.191--TCP--80(http)--53768,192.168.1.191,52.54.83.145,TCP,53768,80(http),134643370282.000000,21.000000,0.000000,21.000000,3032.000000,144.380952,240.677907,66.000000,929.000000,0.000000,3032.000000,144.380952,144.380952,0.000000,240.677907,0.000000,66.000000,0.000000,929.000000,6732168000.000000,4462899000.000000,10603.000000,12867974575.000000,0.000000,134643370282.000000,0.000000,6732168000.000000,0.000000,4462899000.000000,0.000000,10603.000000,0.000000,12867974575.000000
35.161.228.40--192.168.1.191--TCP--80(http)--48588,192.168.1.191,35.161.228.40,TCP,48588,80(http),72625315907.000000,15.000000,0.000000,15.000000,1536.000000,102.400000,134.073015,66.000000,604.000000,0.000000,1536.000000,102.400000,102.400000,0.000000,134.073015,0.000000,66.000000,0.000000,604.000000,5187522000.000000,4667257000.000000,73589257.000000,10176014207.000000,0.000000,72625315907.000000,0.000000,5187522000.000000,0.000000,4667257000.000000,0.000000,73589257.000000,0.000000,10176014207.000000
23.65.213.4--192.168.1.191--TCP--443(https)--46508,192.168.1.191,23.65.213.4,TCP,46508,443(https),2504379643.000000,20.000000,0.000000,20.000000,4640.000000,232.000000,416.308539,54.000000,1437.000000,0.000000,4640.000000,232.000000,232.000000,0.000000,416.308539,0.000000,54.000000,0.000000,1437.000000,131809000.000000,189993000.000000,7681.000000,713614726.000000,0.000000,2504379643.000000,0.000000,131809000.000000,0.000000,189993000.000000,0.000000,7681.000000,0.000000,713614726.000000
185.33.222.16--192.168.1.191--TCP--443(https)--42576,192.168.1.191,185.33.222.16,TCP,42576,443(https),10308160293.000000,16.000000,0.000000,16.000000,4891.000000,305.687500,478.163638,66.000000,1514.000000,0.000000,4891.000000,305.687500,305.687500,0.000000,478.163638,0.000000,66.000000,0.000000,1514.000000,687210000.000000,2482968000.000000,11938.000000,9997218384.000000,0.000000,10308160293.000000,0.000000,687210000.000000,0.000000,2482968000.000000,0.000000,11938.000000,0.000000,9997218384.000000
54.192.93.247--192.168.1.191--TCP--80(http)--44880,192.168.1.191,54.192.93.247,TCP,44880,80(http),4748313936.000000,46.000000,0.000000,46.000000,4942.000000,107.434783,118.140052,66.000000,461.000000,0.000000,4942.000000,107.434783,107.434783,0.000000,118.140052,0.000000,66.000000,0.000000,461.000000,105518000.000000,263468000.000000,4415.000000,1366564174.000000,0.000000,4748313936.000000,0.000000,105518000.000000,0.000000,263468000.000000,0.000000,4415.000000,0.000000,1366564174.000000
87.248.118.23--192.168.1.191--TCP--443(https)--43640,192.168.1.191,87.248.118.23,TCP,43640,443(https),181661666264.000000,60.000000,0.000000,60.000000,5725.000000,95.416667,48.583705,66.000000,327.000000,0.000000,5725.000000,95.416667,95.416667,0.000000,48.583705,0.000000,66.000000,0.000000,327.000000,3079011000.000000,7925831000.000000,10658.000000,58991405396.000000,0.000000,181661666264.000000,0.000000,3079011000.000000,0.000000,7925831000.000000,0.000000,10658.000000,0.000000,58991405396.000000
23.64.15.81--192.168.1.191--TCP--443(https)--59080,192.168.1.191,23.64.15.81,TCP,59080,443(https),3757460395.000000,23.000000,0.000000,23.000000,2487.000000,108.130435,130.037889,54.000000,583.000000,0.000000,2487.000000,108.130435,108.130435,0.000000,130.037889,0.000000,54.000000,0.000000,583.000000,170793000.000000,424489000.000000,7859.000000,1879998322.000000,0.000000,3757460395.000000,0.000000,170793000.000000,0.000000,424489000.000000,0.000000,7859.000000,0.000000,1879998322.000000
192.168.1.191--46.228.164.11--TCP--44680--80(http),46.228.164.11,192.168.1.191,TCP,80(http),44680,200800029536.000000,32.000000,0.000000,32.000000,6427.000000,200.843750,249.183932,66.000000,812.000000,0.000000,6427.000000,200.843750,200.843750,0.000000,249.183932,0.000000,66.000000,0.000000,812.000000,6477420000.000000,4300890000.000000,13306.000000,10145311884.000000,0.000000,200800029536.000000,0.000000,6477420000.000000,0.000000,4300890000.000000,0.000000,13306.000000,0.000000,10145311884.000000
37.157.6.236--192.168.1.191--TCP--80(http)--52806,192.168.1.191,37.157.6.236,TCP,52806,80(http),3493520734.000000,24.000000,0.000000,24.000000,5658.000000,235.750000,448.113569,66.000000,1426.000000,0.000000,5658.000000,235.750000,235.750000,0.000000,448.113569,0.000000,66.000000,0.000000,1426.000000,151892000.000000,211192000.000000,7207.000000,682669661.000000,0.000000,3493520734.000000,0.000000,151892000.000000,0.000000,211192000.000000,0.000000,7207.000000,0.000000,682669661.000000
192.168.1.191--23.64.15.17--TCP--55278--80(http),23.64.15.17,192.168.1.191,TCP,80(http),55278,157274363676.000000,60.000000,0.000000,60.000000,56789.000000,946.483333,673.746379,66.000000,1514.000000,0.000000,56789.000000,946.483333,946.483333,0.000000,673.746379,0.000000,66.000000,0.000000,1514.000000,2665667000.000000,4266269000.000000,7514.000000,10221610397.000000,0.000000,157274363676.000000,0.000000,2665667000.000000,0.000000,4266269000.000000,0.000000,7514.000000,0.000000,10221610397.000000
104.27.133.126--192.168.1.191--TCP--80(http)--38326,192.168.1.191,104.27.133.126,TCP,38326,80(http),13602939263.000000,27.000000,0.000000,27.000000,2080.000000,77.037037,54.729964,66.000000,356.000000,0.000000,2080.000000,77.037037,77.037037,0.000000,54.729964,0.000000,66.000000,0.000000,356.000000,523189000.000000,1991464000.000000,7869.000000,9998398528.000000,0.000000,13602939263.000000,0.000000,523189000.000000,0.000000,1991464000.000000,0.000000,7869.000000,0.000000,9998398528.000000
93.184.221.133--192.168.1.191--TCP--80(http)--37376,192.168.1.191,93.184.221.133,TCP,37376,80(http),6752936761.000000,83.000000,0.000000,83.000000,9916.000000,119.469880,152.659187,66.000000,581.000000,0.000000,9916.000000,119.469880,119.469880,0.000000,152.659187,0.000000,66.000000,0.000000,581.000000,82352000.000000,317900000.000000,8646.000000,2002254389.000000,0.000000,6752936761.000000,0.000000,82352000.000000,0.000000,317900000.000000,0.000000,8646.000000,0.000000,2002254389.000000
217.146.190.251--192.168.1.191--TCP--443(https)--47562,192.168.1.191,217.146.190.251,TCP,47562,443(https),10714401199.000000,16.000000,0.000000,16.000000,2041.000000,127.562500,143.848865,66.000000,627.000000,0.000000,2041.000000,127.562500,127.562500,0.000000,143.848865,0.000000,66.000000,0.000000,627.000000,714293000.000000,2478038000.000000,9968.000000,9998045527.000000,0.000000,10714401199.000000,0.000000,714293000.000000,0.000000,2478038000.000000,0.000000,9968.000000,0.000000,9998045527.000000
46.51.172.198--192.168.1.191--TCP--80(http)--50184,192.168.1.191,46.51.172.198,TCP,50184,80(http),80990525822.000000,42.000000,0.000000,42.000000,14634.000000,348.428571,442.363088,66.000000,1514.000000,0.000000,14634.000000,348.428571,348.428571,0.000000,442.363088,0.000000,66.000000,0.000000,1514.000000,1975378000.000000,3695240000.000000,14695.000000,10032083193.000000,0.000000,80990525822.000000,0.000000,1975378000.000000,0.000000,3695240000.000000,0.000000,14695.000000,0.000000,10032083193.000000
54.231.72.169--192.168.1.191--TCP--80(http)--50542,192.168.1.191,54.231.72.169,TCP,50542,80(http),1010203094.000000,25.000000,0.000000,25.000000,2367.000000,94.680000,94.495172,66.000000,433.000000,0.000000,2367.000000,94.680000,94.680000,0.000000,94.495172,0.000000,66.000000,0.000000,433.000000,42091000.000000,85212000.000000,5925.000000,342471516.000000,0.000000,1010203094.000000,0.000000,42091000.000000,0.000000,85212000.000000,0.000000,5925.000000,0.000000,342471516.000000
192.168.1.191--64.233.166.155--TCP--50042--443(https),64.233.166.155,192.168.1.191,TCP,443(https),50042,178783913936.000000,17.000000,0.000000,17.000000,1957.000000,115.117647,70.579019,54.000000,338.000000,0.000000,1957.000000,115.117647,115.117647,0.000000,70.579019,0.000000,54.000000,0.000000,338.000000,11173994000.000000,22346000000.000000,27287.000000,58578091814.000000,0.000000,178783913936.000000,0.000000,11173994000.000000,0.000000,22346000000.000000,0.000000,27287.000000,0.000000,58578091814.000000
209.104.5.204--192.168.1.191--TCP--443(https)--36228,192.168.1.191,209.104.5.204,TCP,36228,443(https),2705635669.000000,23.000000,0.000000,23.000000,2715.000000,118.043478,121.107383,66.000000,487.000000,0.000000,2715.000000,118.043478,118.043478,0.000000,121.107383,0.000000,66.000000,0.000000,487.000000,122983000.000000,233176000.000000,9145.000000,1075394195.000000,0.000000,2705635669.000000,0.000000,122983000.000000,0.000000,233176000.000000,0.000000,9145.000000,0.000000,1075394195.000000
31.13.71.36--192.168.1.191--TCP--443(https)--54516,192.168.1.191,31.13.71.36,TCP,54516,443(https),1842532124.000000,83.000000,0.000000,83.000000,13508.000000,162.746988,268.443970,66.000000,1464.000000,0.000000,13508.000000,162.746988,162.746988,0.000000,268.443970,0.000000,66.000000,0.000000,1464.000000,22469000.000000,40791000.000000,10116.000000,304334516.000000,0.000000,1842532124.000000,0.000000,22469000.000000,0.000000,40791000.000000,0.000000,10116.000000,0.000000,304334516.000000
192.168.1.191--104.16.25.216--TCP--33104--80(http),104.16.25.216,192.168.1.191,TCP,80(http),33104,116122522350.000000,17.000000,0.000000,17.000000,3290.000000,193.529412,363.473944,66.000000,1514.000000,0.000000,3290.000000,193.529412,193.529412,0.000000,363.473944,0.000000,66.000000,0.000000,1514.000000,7257657000.000000,3946627000.000000,8964.000000,10385846599.000000,0.000000,116122522350.000000,0.000000,7257657000.000000,0.000000,3946627000.000000,0.000000,8964.000000,0.000000,10385846599.000000
64.74.232.39--192.168.1.191--TCP--80(http)--35606,192.168.1.191,64.74.232.39,TCP,35606,80(http),115745116910.000000,18.000000,0.000000,18.000000,1854.000000,103.000000,150.625732,66.000000,724.000000,0.000000,1854.000000,103.000000,103.000000,0.000000,150.625732,0.000000,66.000000,0.000000,724.000000,6808536000.000000,4274050000.000000,24040.000000,10688009582.000000,0.000000,115745116910.000000,0.000000,6808536000.000000,0.000000,4274050000.000000,0.000000,24040.000000,0.000000,10688009582.000000
95.172.94.38--192.168.1.191--TCP--80(http)--53796,192.168.1.191,95.172.94.38,TCP,53796,80(http),62619479114.000000,29.000000,0.000000,29.000000,5560.000000,191.724138,301.741485,66.000000,1160.000000,0.000000,5560.000000,191.724138,191.724138,0.000000,301.741485,0.000000,66.000000,0.000000,1160.000000,2236409000.000000,3771317000.000000,10214.000000,10303982523.000000,0.000000,62619479114.000000,0.000000,2236409000.000000,0.000000,3771317000.000000,0.000000,10214.000000,0.000000,10303982523.000000
192.168.1.191--54.192.94.223--TCP--50314--80(http),54.192.94.223,192.168.1.191,TCP,80(http),50314,5806850281.000000,83.000000,0.000000,83.000000,109771.000000,1322.542169,443.656312,66.000000,1514.000000,0.000000,109771.000000,1322.542169,1322.542169,0.000000,443.656312,0.000000,66.000000,0.000000,1514.000000,70815000.000000,566569000.000000,4219.000000,5164254014.000000,0.000000,5806850281.000000,0.000000,70815000.000000,0.000000,566569000.000000,0.000000,4219.000000,0.000000,5164254014.000000
192.168.1.191--23.64.15.80--TCP--51890--80(http),23.64.15.80,192.168.1.191,TCP,80(http),51890,1033823902.000000,26.000000,0.000000,26.000000,32793.000000,1261.269231,505.905628,66.000000,1514.000000,0.000000,32793.000000,1261.269231,1261.269231,0.000000,505.905628,0.000000,66.000000,0.000000,1514.000000,41352000.000000,100006000.000000,5539.000000,475765699.000000,0.000000,1033823902.000000,0.000000,41352000.000000,0.000000,100006000.000000,0.000000,5539.000000,0.000000,475765699.000000
